file	EN	PL	reason
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	{fullLabel} — other	{fullLabel} — inne	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Need {cost} XP.	Potrzeba {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Need {cost} XP.	Potrzeba {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	{explain}\n\nClick to set troop count (MG).	{explain}\n\nKliknij, aby ustawić liczebność (MG).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Current / maximum hit points.\n\nClick to set current HP (MG).	Bieżące / maksymalne punkty życia.\n\nKliknij, aby ustawić bieżące HP (MG).	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitEquipmentPicker.razor	Pick <b>W1</b> / <b>W2</b> on a weapon row (left), armor or shield on the right.	Wybierz <b>W1</b> / <b>W2</b> w wierszu broni (po lewej), pancerz lub tarczę po prawej.	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitEquipmentPicker.razor	<b>Mkt</b> market (×2 =	<b>Mkt</b> rynek (×2 =	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitEquipmentPicker.razor	Ranged range with no penalty; −4 at double range, −8 at triple.	Zasięg strzału bez kary; −4 przy podwójnym zasięgu, −8 przy potrójnym.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitEquipmentPicker.razor	Market gold. Buy = Mkt gold; Defense = 2×Mkt Defense.	Złoto rynkowe. Kup = Mkt złota; Obrona = 2×Mkt Obrony.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Rec @_costs.GoldRecruit · Gear @_costs.GoldEquipment · Trn @_costs.GoldTraining	Rekr @_costs.GoldRecruit · Ekwip @_costs.GoldEquipment · Szkol @_costs.GoldTraining	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Rec @_costs.DefenseRecruit · Gear @_costs.DefenseEquipment · Acc @_costs.DefenseAccelerate	Rekr @_costs.DefenseRecruit · Ekwip @_costs.DefenseEquipment · Przysp @_costs.DefenseAccelerate	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Base @_previewUpkeep.BaseWage · Gear @_previewUpkeep.GearGold	Baza @_previewUpkeep.BaseWage · Ekwip @_previewUpkeep.GearGold	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	· Def/t @_previewUpkeep.Defense	· Obr/t @_previewUpkeep.Defense	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Recruit hire gold (e.g. mercenaries) plus the one-time training fee (Express 10 · Accelerated 20 · Standard 40 · Elite 75). Paid when the project starts — not per turn.	Złoto za najem rekrutów (np. najemnicy) plus jednorazowa opłata za szkolenie (Express 10 · Accelerated 20 · Standard 40 · Elite 75). Płatne przy starcie projektu — nie co turę.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Rec @_costs.GoldRecruit · Trn @_costs.GoldTraining	Rekr @_costs.GoldRecruit · Szkol @_costs.GoldTraining	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Experience points (XP) to spend after training finishes. Attribute raise = target level × 10; base skill = level × 3; specialization = level × 1 (cannot exceed parent); discipline raise = current level.	Punkty doświadczenia (XP) do wydania po zakończeniu szkolenia. Podniesienie atrybutu = poziom docelowy × 10; umiejętność bazowa = poziom × 3; specjalizacja = poziom × 1 (nie może przekroczyć nadrzędnej); podniesienie dyscypliny = aktualny poziom.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Recruit → training → gear. Per item: Craft (Prod+Gold), Buy (Mkt), or Defense (2×Mkt). Max units ≈ Society; each unit is 50 troops.	Rekrutacja → szkolenie → ekwipunek. Na przedmiot: Wytwórz (Prod+Złoto), Kup (Ryn) lub Obrona (2×Ryn). Maks. oddziałów ≈ Społeczeństwo; każdy oddział liczy 50 ludzi.	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Share of the unit’s wage after training. Total wage = recruit + training.	Udział w żołdzie oddziału po szkoleniu. Całkowity żołd = rekrutacja + szkolenie.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	One-time training fee in gold: Express 10 · Accelerated 20 · Standard 40 · Elite 75.	Jednorazowa opłata za szkolenie w złocie: Express 10 · Accelerated 20 · Standard 40 · Elite 75.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Training share of wage after graduation. Total wage = recruit + training.	Udział szkolenia w żołdzie po ukończeniu. Całkowity żołd = rekrutacja + szkolenie.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	{t.Name}: {t.Pd} XP · {t.GoldCost} Gld · {t.Turns} Trn · Dis {t.StartingDiscipline}	{t.Name}: {t.Pd} XP · {t.GoldCost} Zł · {t.Turns} Tur · Dysc {t.StartingDiscipline}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	{t.Name}: {t.Notes}. {t.Pd} XP · {t.GoldCost} Gld · {t.Turns} Trn · Dis {t.StartingDiscipline}	{t.Name}: {t.Notes}. {t.Pd} XP · {t.GoldCost} Zł · {t.Turns} Tur · Dysc {t.StartingDiscipline}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Accel (−50 / turn)	Przysp. (−50 / tura)	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Cap max base skill: <b>@_costs.MaxBaseSkill</b>	Limit umiejętności bazowej: <b>@_costs.MaxBaseSkill</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	How each item is acquired: Craft = Production + catalog gold; Buy = market gold (Mkt) only, no Production; Defense = 2× Mkt as Defense. Weapon 1 quality (Good +1 / Poor −1 Atk &amp; Dmg) is set by the GM for the whole barony.	Jak pozyskiwany jest każdy przedmiot: Wytwórz = Produkcja + złoto z katalogu; Kup = tylko złoto rynkowe (Ryn), bez Produkcji; Obrona = 2× Ryn jako Obrona. Jakość Broni 1 (Good +1 / Poor −1 Atk &amp; Dmg) ustawia MG dla całej baronii.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Quality: <b>@_quality</b>	Jakość: <b>@_quality</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Pending XP: <b>@XpSpentPending</b>	Oczekujące XP: <b>@XpSpentPending</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	· left <b>@_draft.RemainingPd</b>	· pozostało <b>@_draft.RemainingPd</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	<text> · free attrs <b>@FreeAttrsSpentPending</b></text>	<text> · wolne atrybuty <b>@FreeAttrsSpentPending</b></text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Default gear quality set to {_quality}.	Ustawiono domyślną jakość ekwipunku na {_quality}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Att {r.AttributeScore} · Def {r.DefenseCost} · Gold {r.GoldCost} · Skl {r.MaxBaseSkill} · Wag {r.Wage}	Atr {r.AttributeScore} · Obr {r.DefenseCost} · Złoto {r.GoldCost} · Um {r.MaxBaseSkill} · Żołd {r.Wage}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Buy for {market} gold (Mkt). No Production.	Kup za {market} złota (Ryn). Bez produkcji.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Paid as Defense: {market * 2} (2× Mkt {market}). No Production/Gold.	Płacone Obroną: {market * 2} (2× Ryn {market}). Bez produkcji/złota.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Craft: Production {prod} · Gold {gold}. Or Buy (Mkt {market}) / Defense (2×Mkt).	Wytwórz: Produkcja {prod} · Złoto {gold}. Albo Kup (Ryn {market}) / Obrona (2×Ryn).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitGeneratorSection.razor	Pick {race.BonusBaseSkillPicks} base skills for the {race.Name} race bonus (+{race.BonusBaseSkillAmount} Other each).	Wybierz {race.BonusBaseSkillPicks} umiejętności bazowych dla premii rasowej {race.Name} (+{race.BonusBaseSkillAmount} Other każda).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitHpEditDialog.razor	Set current HP for this unit (0–@MaxHp). Maximum HP comes from Build, Will,	Ustaw bieżące HP dla tego oddziału (0–@MaxHp). Maksymalne HP wynika z Budowy, Woli,	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitLogDialog.razor	Unit created: {Unit.Name}.	Utworzono oddział: {Unit.Name}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitReinforceDialog.razor	People cost = Selected volunteers + Standard training, scaled by troops / @UnitRules.DefaultTroopCount (floor).	Koszt ludzi = Wybrani ochotnicy + szkolenie Standard, skalowane przez liczebność / @UnitRules.DefaultTroopCount (w dół).	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitReinforceDialog.razor	Gear = current loadout at @UnitRules.ReinforceGearSalvagePercent% salvage, then the same scale.	Sprzęt = bieżący zestaw z odzyskiem @UnitRules.ReinforceGearSalvagePercent%, następnie ta sama skala.	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitReinforceDialog.razor	Craft · Buy (Mkt) · Defense (2×Mkt) — same as the unit generator. Costs below already include salvage + troop scale.	Wytwórz · Kup (Ryn) · Obrona (2×Ryn) — tak jak w generatorze oddziałów. Koszty poniżej uwzględniają już odzysk + skalę liczebności.	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitReinforceDialog.razor	Gold <b>@_costs.GoldTotal</b>	Złoto <b>@_costs.GoldTotal</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitReinforceDialog.razor	Defense <b>@_costs.DefenseTotal</b>	Obrona <b>@_costs.DefenseTotal</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Base rank. Baron spends XP after graduation (base skills and Riding = level × 3; specialization = level × 1). MG can set freely.	Ranga bazowa. Baron wydaje XP po awansie (umiejętności bazowe i Riding = poziom × 3; specjalizacja = poziom × 1). MG może ustawić dowolnie.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Raise {def.Name} base to {currentBase + 1} — costs {cost} XP	Podnieś bazę {def.Name} do {currentBase + 1} — kosztuje {cost} XP	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	 (cap {maxBase}).	 (limit {maxBase}).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	{def.Name} cannot exceed parent base ({parentBase}).	{def.Name} nie może przekroczyć bazy rodzica ({parentBase}).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Raise {def.Name} base to {currentBase + 1} — costs {cost} XP.	Podnieś bazę {def.Name} do {currentBase + 1} — kosztuje {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Raise Discipline to {Unit.Discipline + 1} — costs {cost} XP.	Podnieś Dyscyplinę do {Unit.Discipline + 1} — kosztuje {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	{lines}\n\nClick to edit named sources.	{lines}\n\nKliknij, aby edytować nazwane źródła.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	{def.Name} — other	{def.Name} — inne	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	{def.Name} — other	{def.Name} — inne	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Max base skill is {BaseSkillRaiseCap} until graduation.	Maksymalna baza umiejętności to {BaseSkillRaiseCap} do awansu.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Need {cost} XP.	Potrzeba {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Need {cost} XP.	Potrzeba {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitSkillTiles.razor	Need {cost} XP.	Potrzeba {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitTroopCountEditDialog.razor	Full strength is @FullStrength. Each 10% lost → −1 Attack/Defense, −4 Max HP	Pełna liczebność to @FullStrength. Każde utracone 10% → −1 Atak/Obrona, −4 Maks. HP	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitTroopCountEditDialog.razor	+@UnitRules.TroopRegenPerTurn troops per turn.	+@UnitRules.TroopRegenPerTurn żołnierzy na turę.	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitTroopCountEditDialog.razor	Preview: {preview.Steps} steps → Atk {preview.Attack}, Def {preview.Defense}, HP {preview.Hp}.	Podgląd: {preview.Steps} kroków → Atk {preview.Attack}, Def {preview.Defense}, HP {preview.Hp}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnrestEditDialog.razor	Community unrest (0–@UnrestPpbFormulas.Max). Feeds Community penalties on Loyalty,	Niepokój społeczny (0–@UnrestPpbFormulas.Max). Zasila kary społeczności dla Lojalności,	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnrestEditDialog.razor	Stability, Law, Economy, and Production. Raised by failed loyalty tests when Stability ≤ 0.	Stabilności, Prawa, Ekonomii i Produkcji. Rośnie przy nieudanych testach lojalności, gdy Stabilność ≤ 0.	unresolved line
DagoniteEmpire/Pages/Barony/DomainPanel.razor	<PageTitle>Dagonite Empire | Domain Panel</PageTitle>	<PageTitle>Dagonitowe Imperium | Panel Domeny</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/DomainPanel.razor	final = Σ additive + scalable_additive × (Σ percent / 100).	wartość końcowa = Σ dodatki + skalowalne_dodatki × (Σ procent / 100).	unresolved line
DagoniteEmpire/Pages/Barony/DomainPanel.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/KnownLordsPage.razor	<PageTitle>Dagonite Empire | Lords</PageTitle>	<PageTitle>Dagonitowe Imperium | Lordowie</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/LettersPage.razor	<PageTitle>Dagonite Empire | Letters</PageTitle>	<PageTitle>Dagonitowe Imperium | Listy</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/LettersPage.razor		wątek	non-texty literal
DagoniteEmpire/Pages/Barony/LettersPage.razor	Inbound / turn: Eastern March @BaronLetterRules.MaxInboundEasternMarchPerTurn · Empire/Other @BaronLetterRules.MaxInboundEmpirePerTurn	Przychodzące / tura: Eastern March @BaronLetterRules.MaxInboundEasternMarchPerTurn · Imperium/Inne @BaronLetterRules.MaxInboundEmpirePerTurn	unresolved line
DagoniteEmpire/Pages/Barony/LettersPage.razor		list	non-texty literal
DagoniteEmpire/Pages/Barony/LettersPage.razor	· @_receivedThisTurn/@MaxInboundForSelected from this person this turn	· @_receivedThisTurn/@MaxInboundForSelected od tej osoby w tej turze	unresolved line
DagoniteEmpire/Pages/Barony/LettersPage.razor	<text>@post.FormatInWorldDate() · Turn @post.TurnNumber</text>	<text>@post.FormatInWorldDate() · Tura @post.TurnNumber</text>	unresolved line
DagoniteEmpire/Pages/Barony/LettersPage.razor	This turn (T{turn}){seasonLabel}	Ta tura (T{turn}){seasonLabel}	interpolation/format
DagoniteEmpire/Pages/Barony/LettersPage.razor	Turn {turn}{seasonLabel}	Tura {turn}{seasonLabel}	interpolation/format
DagoniteEmpire/Pages/Barony/LettersPage.razor	Delete “{_selected.Title}” and all messages?	Usunąć „{_selected.Title}” i wszystkie wiadomości?	interpolation/format
DagoniteEmpire/Pages/Barony/LettersPage.razor	This correspondent already sent {_receivedThisTurn}/{maxInbound} letters this turn.	Ten korespondent wysłał już {_receivedThisTurn}/{maxInbound} listów w tej turze.	interpolation/format
DagoniteEmpire/Pages/Barony/LettersPage.razor	auto-saved {DateTime.Now:HH:mm:ss}	auto-zapisano {DateTime.Now:HH:mm:ss}	interpolation/format
DagoniteEmpire/Pages/Barony/LettersPage.razor	saved {DateTime.Now:HH:mm:ss}	zapisano {DateTime.Now:HH:mm:ss}	interpolation/format
DagoniteEmpire/Pages/Barony/LordsSeatPage.razor	<PageTitle>Dagonite Empire | Lord's Seat</PageTitle>	<PageTitle>Dagonitowe Imperium | Siedziba Lorda</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/LordsSeatPage.razor		a	non-texty literal
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	<PageTitle>Dagonite Empire | March map</PageTitle>	<PageTitle>Dagonitowe Imperium | Mapa marchii</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	Removed {missingLord.Count} place(s) without a linked lord ({string.Join(	Usunięto {missingLord.Count} miejsc(e) bez przypisanego lorda ({string.Join(	interpolation/format
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	“{node.Label}” has no linked lord — ask the MG to fix the map.	“{node.Label}” nie ma przypisanego lorda — poproś MG o poprawienie mapy.	interpolation/format
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	                "Block trade?", |                 $"Blocking {lordLabel} will remove {affected.Count} trade " + |                 $"treat{(affected.Count == 1 ? "y" : "ies")} that pass through or end 	                "Zablokować handel?", |                 $"Zablokowanie {lordLabel} usunie {affected.Count} traktatów handlowych, które przechodzą przez tę siedzibę lub się w niej kończą:\n\n" + |     	unbalanced hunk
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	$"Removed {affected.Count} trade treat{(affected.Count == 1 ? "y" : "ies")} blocked by this seat.",	$"Usunięto {affected.Count} traktatów handlowych zablokowanych przez tę siedzibę.",	unresolved line
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	• Treaty with {lord.Name} {lord.House}	• Traktat z {lord.Name} {lord.House}	interpolation/format
DagoniteEmpire/Pages/Barony/MarchMapPage.razor	• Treaty ({treaty.CounterpartyLordKey})	• Traktat ({treaty.CounterpartyLordKey})	interpolation/format
DagoniteEmpire/Pages/Barony/NotesPage.razor	<PageTitle>Dagonite Empire | Barony Notes</PageTitle>	<PageTitle>Dagonitowe Imperium | Notatki baronii</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/NotesPage.razor		turę	non-texty literal
DagoniteEmpire/Pages/Barony/NotesPage.razor	Current turn: <b>T@(CurrentTurn)</b>. Reminders light up when your barony reaches the target turn.	Bieżąca tura: <b>T@(CurrentTurn)</b>. Przypomnienia zaświecą się, gdy Twoja baronia osiągnie docelową turę.	unresolved line
DagoniteEmpire/Pages/Barony/NotesPage.razor	Note {_threads.Count + 1}	Notatka {_threads.Count + 1}	interpolation/format
DagoniteEmpire/Pages/Barony/NotesPage.razor	Delete \"{ThreadTitle(thread)}\" permanently? This cannot be undone.	Usunąć \"{ThreadTitle(thread)}\" na stałe? Tej operacji nie można cofnąć.	interpolation/format
DagoniteEmpire/Pages/Barony/NotesPage.razor	Done \u00b7 target T{due}	Ukończono \u00b7 cel T{due}	interpolation/format
DagoniteEmpire/Pages/Barony/NotesPage.razor	Due now \u00b7 T{due}	Termin teraz \u00b7 T{due}	interpolation/format
DagoniteEmpire/Pages/Barony/NotesPage.razor	Overdue by {over} turn{(over == 1 ? 	Zaległe o {over} tur{(over == 1 ? 	interpolation/format
DagoniteEmpire/Pages/Barony/NotesPage.razor	In {left} turn{(left == 1 ? 	Za {left} tur{(left == 1 ? 	interpolation/format
DagoniteEmpire/Pages/Barony/OfficesPage.razor	<PageTitle>Dagonite Empire | Court</PageTitle>	<PageTitle>Dagonitowe Imperium | Dwór</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/ProjectsPage.razor	<PageTitle>Dagonite Empire | Projects</PageTitle>	<PageTitle>Dagonitowe Imperium | Projekty</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/RelationsPage.razor	<PageTitle>Dagonite Empire | Relations</PageTitle>	<PageTitle>Dagonitowe Imperium | Relacje</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/ResourcesPage.razor	<PageTitle>Dagonite Empire | Barony Resources</PageTitle>	<PageTitle>Dagonitowe Imperium | Zasoby baronii</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/ResourcesPage.razor	Remove ledger line “{row.Label}”? Current stocks are not changed — edit the source to zero first if you want to reverse a grant.	Usunąć wiersz rejestru “{row.Label}”? Bieżące zapasy nie zmienią się — najpierw wyzeruj źródło, jeśli chcesz cofnąć nadanie.	interpolation/format
DagoniteEmpire/Pages/Barony/StyleLab.razor	<PageTitle>Dagonite Empire | Barony Style Lab</PageTitle>	<PageTitle>Dagonitowe Imperium | Laboratorium Stylów Baronii</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/TerrainPage.razor	<PageTitle>Dagonite Empire | Terrain</PageTitle>	<PageTitle>Dagonitowe Imperium | Teren</PageTitle>	unresolved line
DagoniteEmpire/Pages/Barony/TerrainPage.razor	Map resized to {width}×{height}.	Zmieniono rozmiar mapy na {width}×{height}.	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	A construction project is already planned here: {existing.Name}.	Tutaj zaplanowano już projekt budowy: {existing.Name}.	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	{t.Name} (needs {good})	{t.Name} (wymaga: {good})	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	Are you sure you want to delete domain \"{domain.Name}\"?	Czy na pewno chcesz usunąć domenę \"{domain.Name}\"?	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	Are you sure you want to delete fief \"{fief.Name}\"?	Czy na pewno chcesz usunąć lenno \"{fief.Name}\"?	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	Catalog entry “{templateName}” not found. Restart the app to reseed Buildings.	Nie znaleziono wpisu katalogu „{templateName}”. Uruchom aplikację ponownie, aby ponownie zainicjować Budynki.	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	[{x}, {y}] Under construction: {construction.Name}	[{x}, {y}] W budowie: {construction.Name}	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	{terrain} with {JoinFeatureNames(features)}	{terrain} z {JoinFeatureNames(features)}	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	{domain.Name} (lord {domain.LordName})	{domain.Name} (władca {domain.LordName})	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	fief of {TerrainMapVisuals.FiefChipTitle(fief)}	lenno {TerrainMapVisuals.FiefChipTitle(fief)}	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	{TerrainResource.DisplayName(tile.Resource).ToLowerInvariant()} deposit	złoże {TerrainResource.DisplayName(tile.Resource).ToLowerInvariant()}	interpolation/format
DagoniteEmpire/Pages/Barony/TerrainPage.razor	{names[0]} and {names[1]}	{names[0]} i {names[1]}	interpolation/format
DagoniteEmpire/Pages/Barony/TradeGoodsPage.razor	<PageTitle>Dagonite Empire | Trade</PageTitle>	<PageTitle>Dagonitowe Imperium | Handel</PageTitle>	unresolved line
DagoniteEmpire/Pages/Campaign/CampaignList.razor	<PageTitle>Dagonie Empire | Campaigns</PageTitle>	<PageTitle>Dagonitowe Imperium | Kampanie</PageTitle>	unresolved line
DagoniteEmpire/Pages/Campaign/ChapterList.razor	<PageTitle>Dagonie Empire | Chapters</PageTitle>	<PageTitle>Dagonitowe Imperium | Rozdziały</PageTitle>	unresolved line
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	End turn {currentTurn}, start turn {nextTurn}?	Zakończyć turę {currentTurn} i rozpocząć turę {nextTurn}?	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	Turn {BattlePhase.CurrentTurn} started	Rozpoczęto turę {BattlePhase.CurrentTurn}	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	            return $"{post.AlternativeName.Trim()} begins";	        { |             var turnNo = post.AlternativeName.AsSpan("Battle turn ".Length).Trim().ToString(); |             return $"Tura bitwy {turnNo} — początek"; |         }	unbalanced hunk
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	Battle turn (\d+) begins	tury (\d+)	non-texty literal
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	Battle turn {match.Groups[1].Value} begins	Tura bitwy {match.Groups[1].Value} — początek	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	 (by {RichText.BoldText(causedBy)})	 (od {RichText.BoldText(causedBy)})	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	{target} received {BoldWoundDescription(e.Description)}{causedBy}	{target} otrzymał {BoldWoundDescription(e.Description)}{causedBy}	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	BattleTurnEventKind.Unconscious => $"{target} became {RichText.BoldText(States.Names.Unconscious)}{causedBy}",	BattleTurnEventKind.Unconscious => $"{target} stracił {RichText.BoldText("przytomność")}{causedBy}",	unresolved line
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	{target} died{causedBy}	{target} zginął{causedBy}	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	$"{target} — pain resistance test ({RichText.BoldText(States.Names.Bleeding)}): {e.Description}",	$"{target} — test odporności na ból ({RichText.BoldText("Krwawienie")}): {e.Description}",	unresolved line
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	{target} gained {BoldStateDescription(e.Description)}{causedBy}	{target} zyskał {BoldStateDescription(e.Description)}{causedBy}	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	{rounds} rounds	{rounds} rund	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	The battle lasted {RichText.BoldText(FormatRoundCount(rounds))}.	Bitwa trwała {RichText.BoldText(FormatRoundCount(rounds))}.	interpolation/format
DagoniteEmpire/Pages/Campaign/ChapterThread.razor	Summary of turn {endingTurn}:	Podsumowanie tury {endingTurn}:	interpolation/format
DagoniteEmpire/Pages/CharacterPages/CharacterList.razor	<PageTitle>Dagonie Empire | Character list</PageTitle>	<PageTitle>Dagonie Empire | Lista postaci</PageTitle>	unresolved line
DagoniteEmpire/Pages/CharacterPages/CharacterList.razor	Are you sure you want to delete {character?.NPCName ?? 	Czy na pewno usunąć {character?.NPCName ?? 	interpolation/format
DagoniteEmpire/Pages/CharacterPages/CharacterUpsert.razor	<PageTitle>Dagonie Empire | Character</PageTitle>	<PageTitle>Dagonie Empire | Postać</PageTitle>	unresolved line
DagoniteEmpire/Pages/CharacterPages/EquipmentPage.razor	<PageTitle>Dagonie Empire | Equipment</PageTitle>	<PageTitle>Dagonie Empire | Ekwipunek</PageTitle>	unresolved line
DagoniteEmpire/Pages/CharacterPages/HealthPage.razor	<PageTitle>Dagonie Empire | Health</PageTitle>	<PageTitle>Dagonie Empire | Zdrowie</PageTitle>	unresolved line
DagoniteEmpire/Pages/CharacterPages/ProfessionPage.razor	<PageTitle>Dagonie Empire | Class</PageTitle>	<PageTitle>Dagonie Empire | Profesja</PageTitle>	unresolved line
